energy	2w	c0	phi0	c1	phi1	c2	phi2
-1.26593025019251	44.5574490321611	0.358021547540813	1.38888794237092	0.445301077653226	5.01328696329461	1.42819463964251	3.10734559394786
-1.26586856296343	44.5591276271779	0.356937688097693	1.38888959593362	0.44526979169485	5.01331252993983	1.42851574720657	3.10738555971436
-1.26580687573435	44.5608062221948	0.35585402846432	1.38889124709573	0.445238512674811	5.01333809177482	1.42883659078843	3.10742551947992
-1.26574518850528	44.5624848172116	0.354770564091105	1.38889289585419	0.445207240665849	5.01336364885276	1.42915717232842	3.10746547319983
-1.2656835012762	44.5641634122285	0.353687290381916	1.38889454222816	0.445175975530547	5.0133892010227	1.42947749394044	3.10750541950156
-1.26562181404713	44.5658420072453	0.352604202801568	1.38889618620309	0.445144717517085	5.01341474850923	1.42979755729483	3.10754536035659
-1.26556012681805	44.5675206022621	0.351521296781333	1.38889782778205	0.445113466512999	5.01344029118542	1.43011736447629	3.10758529458569
-1.26549843958897	44.569199197279	0.350438567748273	1.38889946696753	0.445082222613337	5.01346582912789	1.4304369174253	3.10762522215407
-1.2654367523599	44.5708777922958	0.349356011130099	1.3889011037597	0.445050985695761	5.01349136219749	1.43075621798828	3.10766514364458
-1.26537506513082	44.5725563873127	0.348273622351258	1.38890273815903	0.445019755927854	5.01351689054345	1.43107526812097	3.10770505888523
-1.26531337790174	44.5742349823295	0.347191396843285	1.38890437016064	0.444988533290279	5.01354241412933	1.43139406985473	3.10774496712645
-1.26525169067267	44.5759135773463	0.346109330007786	1.38890599977246	0.444957317745663	5.0135679328997	1.43171262489423	3.10778486990057
-1.26519000344359	44.5775921723632	0.345027417278556	1.38890762698645	0.444926109281845	5.01359344682367	1.43203093541532	3.10782476556154
-1.26512831621452	44.5792707673801	0.343945654049369	1.38890925181031	0.444894908138884	5.01361895612792	1.43234900317171	3.10786465523422
-1.26506662898544	44.5809493623969	0.342864035726287	1.38891087424441	0.444863714072486	5.01364446054535	1.43266683013578	3.10790453858255
-1.26500494175636	44.5826279574137	0.341782557724246	1.38891249428355	0.444832527264666	5.01366996024433	1.43298441832247	3.10794441510894
-1.26494325452729	44.5843065524306	0.340701215426059	1.38891411193516	0.44480134775247	5.01369545524575	1.43330176952298	3.10798428560169
